taxes_id,property_id,Tax,Tax_Flag
1596,1596,6071,
1597,1597,8446,
1598,1598,1607,
1599,1599,4074,
1600,1600,7100,
1601,1601,3539,
1602,1602,2858,
1603,1603,7241,
1604,1604,3053,
1605,1605,5975,
1606,1606,3058,
1607,1607,6992,
1608,1608,5970,
1609,1609,3961,
1610,1610,2331,
1611,1611,2864,
1612,1612,1790,
1613,1613,8601,
1614,1614,8327,
1615,1615,1658,
1616,1616,4958,
1617,1617,3871,
1618,1618,4773,
1619,1619,3214,
1620,1620,3709,
1621,1621,7320,
1622,1622,2079,
1623,1623,2803,
1624,1624,3268,
1625,1625,2559,
1626,1626,3990,
1627,1627,5685,
1628,1628,6441,
1629,1629,4668,
1630,1630,8083,
1631,1631,7925,
1632,1632,3297,
1633,1633,1578,
1634,1634,9267,
1635,1635,4999,
1636,1636,3605,
1637,1637,8853,
1638,1638,3696,
1639,1639,2792,
1640,1640,8372,
1641,1641,5786,
1642,1642,3251,
1643,1643,4165,
1644,1644,8050,
1645,1645,8164,
1646,1646,2200,
1647,1647,8795,
1648,1648,5159,
1649,1649,4960,
1650,1650,5406,
1651,1651,8780,
1652,1652,3111,
1653,1653,9387,
1654,1654,9219,
1655,1655,1736,
1656,1656,5229,
1657,1657,2120,
1658,1658,3983,
1659,1659,8810,
1660,1660,6241,
1661,1661,8617,
1662,1662,7762,
1663,1663,9474,
1664,1664,1927,
1665,1665,6779,
1666,1666,8180,
1667,1667,6639,
1668,1668,1586,
1669,1669,9946,
1670,1670,3692,
1671,1671,3094,
1672,1672,8381,
1673,1673,9328,
1674,1674,6612,
1675,1675,6096,
1676,1676,9293,
1677,1677,5066,
1678,1678,9169,
1679,1679,9120,
1680,1680,8687,
1681,1681,4703,
1682,1682,9060,
1683,1683,1983,
1684,1684,3815,
1685,1685,6714,
1686,1686,9247,
1687,1687,6894,
1688,1688,3119,
1689,1689,3480,
1690,1690,2382,
1691,1691,5042,
1692,1692,3318,
1693,1693,3629,
1694,1694,3163,
1695,1695,7514,
1696,1696,1710,
1697,1697,1987,
1698,1698,9457,
1699,1699,7848,
1700,1700,6344,
1701,1701,3953,
1702,1702,1580,
1703,1703,1744,
1704,1704,2932,
1705,1705,6138,
1706,1706,1572,
1707,1707,8203,
1708,1708,2115,
1709,1709,1660,
1710,1710,5369,
1711,1711,3271,
1712,1712,9127,
1713,1713,8204,
1714,1714,2473,
1715,1715,8390,
1716,1716,4048,
1717,1717,9208,
1718,1718,9855,
1719,1719,6797,
1720,1720,5903,
1721,1721,4606,
1722,1722,6757,
1723,1723,4775,
1724,1724,4249,
1725,1725,1685,
1726,1726,2731,
1727,1727,6750,
1728,1728,2580,
1729,1729,4071,
1730,1730,9854,
1731,1731,7223,
1732,1732,4821,
1733,1733,7295,
1734,1734,7472,
1735,1735,3989,
1736,1736,4841,
1737,1737,5603,
1738,1738,6050,
1739,1739,5553,
1740,1740,8362,
1741,1741,9528,
1742,1742,8341,
1743,1743,9546,
1744,1744,6272,
1745,1745,4445,
1746,1746,4171,
1747,1747,4109,
1748,1748,9273,
1749,1749,1988,
1750,1750,8378,
1751,1751,4272,
1752,1752,3978,
1753,1753,7654,
1754,1754,3334,
1755,1755,8570,
1756,1756,5168,
1757,1757,1530,
1758,1758,1643,
1759,1759,1668,
1760,1760,8257,
1761,1761,4118,
1762,1762,2425,
1763,1763,7630,
1764,1764,7344,
1765,1765,9312,
1766,1766,1503,
1767,1767,5866,
1768,1768,8337,
1769,1769,3755,
1770,1770,4275,
1771,1771,3397,
1772,1772,2533,
1773,1773,7747,
1774,1774,8804,
1775,1775,5801,
1776,1776,8230,
1777,1777,8505,
1778,1778,4966,
1779,1779,4712,
1780,1780,3121,
1781,1781,5312,
1782,1782,4413,
1783,1783,1510,
1784,1784,2115,
1785,1785,5639,
1786,1786,5352,
1787,1787,5977,
1788,1788,7622,
1789,1789,5742,
1790,1790,8131,
1791,1791,4132,
1792,1792,6343,
1793,1793,3170,
1794,1794,7946,
1795,1795,5977,
1796,1796,6880,
1797,1797,4834,
1798,1798,9052,
1799,1799,7853,
1800,1800,8926,
1801,1801,6511,
1802,1802,9197,
1803,1803,8602,
1804,1804,4778,
1805,1805,5451,
1806,1806,5268,
1807,1807,2628,
1808,1808,2182,
1809,1809,8758,
1810,1810,7454,
1811,1811,6624,
1812,1812,7299,
1813,1813,2713,
1814,1814,4524,
1815,1815,9032,
1816,1816,3478,
1817,1817,1565,
1818,1818,8502,
1819,1819,3538,
1820,1820,2730,
1821,1821,9662,
1822,1822,1885,
1823,1823,9845,
1824,1824,1624,
1825,1825,7957,
1826,1826,8356,
1827,1827,9524,
1828,1828,8183,
1829,1829,6186,
1830,1830,5820,
1831,1831,5277,
1832,1832,2214,
1833,1833,6160,
1834,1834,1734,
1835,1835,8862,
1836,1836,2454,
1837,1837,7300,
1838,1838,9694,
1839,1839,2579,
1840,1840,5655,
1841,1841,5013,
1842,1842,3963,
1843,1843,8202,
1844,1844,7097,
1845,1845,5517,
1846,1846,6800,
1847,1847,5634,
1848,1848,6068,
1849,1849,6585,
1850,1850,2348,
1851,1851,4851,
1852,1852,7315,
1853,1853,6628,
1854,1854,5592,
1855,1855,4452,
1856,1856,2094,
1857,1857,5145,
1858,1858,8901,
1859,1859,8363,
1860,1860,7776,
1861,1861,3211,
1862,1862,5981,
1863,1863,3620,
1864,1864,9927,
1865,1865,6506,
1866,1866,3177,
1867,1867,5753,
1868,1868,8830,
1869,1869,6617,
1870,1870,2177,
1871,1871,1625,
1872,1872,5620,
1873,1873,7567,
1874,1874,8369,
1875,1875,5227,
1876,1876,3465,
1877,1877,4612,
1878,1878,1811,
1879,1879,1967,
1880,1880,5392,
1881,1881,3309,
1882,1882,9038,
1883,1883,7299,
1884,1884,5055,
1885,1885,3182,
1886,1886,1688,
1887,1887,7919,
1888,1888,8825,
1889,1889,6646,
1890,1890,3484,
1891,1891,7876,
1892,1892,5875,
1893,1893,3915,
1894,1894,4707,
1895,1895,6832,
1896,1896,5036,
1897,1897,7401,
1898,1898,8211,
1899,1899,9742,
1900,1900,4257,
1901,1901,4477,
1902,1902,8493,
1903,1903,2313,
1904,1904,6927,
1905,1905,5806,
1906,1906,1902,
1907,1907,2010,
1908,1908,4555,
1909,1909,3598,
1910,1910,6770,
1911,1911,7008,
1912,1912,7433,
1913,1913,7156,
1914,1914,6520,
1915,1915,3617,
1916,1916,6054,
1917,1917,9203,
1918,1918,8578,
1919,1919,7406,
1920,1920,8316,
1921,1921,6369,
1922,1922,4140,
1923,1923,4034,
1924,1924,2644,
1925,1925,6982,
1926,1926,5545,
1927,1927,9895,
1928,1928,3662,
1929,1929,3937,
1930,1930,7425,
1931,1931,5200,
1932,1932,2902,
1933,1933,4575,
1934,1934,9751,
1935,1935,8737,
1936,1936,7823,
1937,1937,8539,
1938,1938,5523,
1939,1939,5545,
1940,1940,2648,
1941,1941,8561,
1942,1942,6223,
1943,1943,9253,
1944,1944,9317,
1945,1945,9571,
1946,1946,8957,
1947,1947,4546,
1948,1948,6563,
1949,1949,6785,
1950,1950,9297,
1951,1951,8946,
1952,1952,3512,
1953,1953,3398,
1954,1954,2681,
1955,1955,5084,
1956,1956,3756,
1957,1957,7659,
1958,1958,9076,
1959,1959,7673,
1960,1960,6000,
1961,1961,8155,
1962,1962,3927,
1963,1963,7491,
1964,1964,4343,
1965,1965,1547,
1966,1966,3560,
1967,1967,6746,
1968,1968,5723,
1969,1969,7240,
1970,1970,4609,
1971,1971,4404,
1972,1972,6809,
1973,1973,4596,
1974,1974,7452,
1975,1975,3323,
1976,1976,7467,
1977,1977,5249,
1978,1978,5741,
1979,1979,8152,
1980,1980,7949,
1981,1981,4309,
1982,1982,5120,
1983,1983,2609,
1984,1984,1994,
1985,1985,9024,
1986,1986,8774,
1987,1987,2650,
1988,1988,5977,
1989,1989,9242,
1990,1990,9699,
1991,1991,2688,
1992,1992,4025,
1993,1993,7504,
1994,1994,2395,
1995,1995,6844,
1996,1996,2535,
1997,1997,2994,
1998,1998,1508,
1999,1999,4191,
2000,2000,7572,
2001,2001,6134,
2002,2002,3295,
2003,2003,3086,
2004,2004,5864,
2005,2005,9852,
2006,2006,1845,
2007,2007,8596,
2008,2008,2394,
2009,2009,8713,
2010,2010,1759,
2011,2011,7991,
2012,2012,3418,
2013,2013,7481,
2014,2014,8011,
2015,2015,7093,
2016,2016,6857,
2017,2017,9228,
2018,2018,3135,
2019,2019,3268,
2020,2020,8961,
2021,2021,5644,
2022,2022,8458,
2023,2023,7828,
2024,2024,3575,
2025,2025,7383,
2026,2026,2668,
2027,2027,5473,
2028,2028,5055,
2029,2029,8629,
2030,2030,4697,
2031,2031,6029,
2032,2032,8126,
2033,2033,1550,
2034,2034,2630,
2035,2035,5681,
2036,2036,3072,
2037,2037,5536,
2038,2038,3046,
2039,2039,7220,
2040,2040,5802,
2041,2041,9076,
2042,2042,9649,
2043,2043,7531,
2044,2044,3284,
2045,2045,6697,
2046,2046,4255,
2047,2047,5331,
2048,2048,7014,
2049,2049,2006,
2050,2050,1973,
2051,2051,5679,
2052,2052,7816,
2053,2053,3012,
2054,2054,8222,
2055,2055,7703,
2056,2056,5305,
2057,2057,2466,
2058,2058,7043,
2059,2059,2252,
2060,2060,1878,
2061,2061,3409,
2062,2062,8917,
2063,2063,7198,
2064,2064,8420,
2065,2065,8030,
2066,2066,8506,
2067,2067,4146,
2068,2068,8262,
2069,2069,8656,
2070,2070,2325,
2071,2071,5908,
2072,2072,6226,
2073,2073,4125,
2074,2074,6896,
2075,2075,5068,
2076,2076,7281,
2077,2077,9037,
2078,2078,6928,
2079,2079,6710,
2080,2080,4285,
2081,2081,9125,
2082,2082,2431,
2083,2083,3239,
2084,2084,1941,
2085,2085,9634,
2086,2086,4151,
2087,2087,6991,
2088,2088,4977,
2089,2089,9231,
2090,2090,9114,
2091,2091,5172,
2092,2092,5789,
2093,2093,9715,
2094,2094,2321,
2095,2095,7620,
2096,2096,8071,
2097,2097,7655,
2098,2098,7080,
2099,2099,5874,
2100,2100,2627,
2101,2101,3535,
2102,2102,4579,
2103,2103,4458,
2104,2104,3618,
2105,2105,4217,
2106,2106,3854,
2107,2107,6160,
2108,2108,8667,
2109,2109,9451,
2110,2110,8726,
2111,2111,9590,
2112,2112,4308,
2113,2113,5242,
2114,2114,5445,
2115,2115,3401,
2116,2116,4123,
2117,2117,1878,
2118,2118,9731,
2119,2119,6325,
2120,2120,5612,
2121,2121,7171,
2122,2122,2577,
2123,2123,4996,
2124,2124,3144,
2125,2125,9649,
2126,2126,1794,
2127,2127,1916,
2128,2128,5836,
2129,2129,1720,
2130,2130,6832,
2131,2131,1744,
2132,2132,9818,
2133,2133,2261,
2134,2134,1512,
2135,2135,9187,
2136,2136,4035,
2137,2137,2403,
2138,2138,8197,
2139,2139,1733,
2140,2140,3958,
2141,2141,6083,
2142,2142,9704,
2143,2143,3863,
2144,2144,8182,
2145,2145,8927,
2146,2146,3217,
2147,2147,6925,
2148,2148,4661,
2149,2149,4011,
2150,2150,1861,
2151,2151,7764,
2152,2152,4153,
2153,2153,4726,
2154,2154,3752,
2155,2155,2544,
2156,2156,6735,
2157,2157,8445,
2158,2158,9324,
2159,2159,7489,
2160,2160,7544,
2161,2161,5034,
2162,2162,7620,
2163,2163,4945,
2164,2164,3787,
2165,2165,2957,
2166,2166,8500,
2167,2167,3547,
2168,2168,5558,
2169,2169,4376,
2170,2170,7856,
2171,2171,4909,
2172,2172,4011,
2173,2173,5239,
2174,2174,1960,
2175,2175,6245,
2176,2176,1650,
2177,2177,4885,
2178,2178,4815,
2179,2179,8081,
2180,2180,7949,
2181,2181,6166,
2182,2182,6684,
2183,2183,9598,
2184,2184,3217,
2185,2185,4684,
2186,2186,4468,
2187,2187,4757,
2188,2188,2152,
2189,2189,3692,
2190,2190,7187,
2191,2191,8871,
2192,2192,3781,
2193,2193,3928,
2194,2194,1776,
2195,2195,2493,
2196,2196,5052,
2197,2197,7924,
2198,2198,6851,
2199,2199,8052,
2200,2200,3881,
2201,2201,3181,
2202,2202,3925,
2203,2203,9586,
2204,2204,8722,
2205,2205,7063,
2206,2206,5303,
2207,2207,2231,
2208,2208,5888,
2209,2209,3703,
2210,2210,8401,
2211,2211,8057,
2212,2212,3545,
2213,2213,1811,
2214,2214,9132,
2215,2215,8025,
2216,2216,4271,
2217,2217,8285,
2218,2218,1515,
2219,2219,5606,
2220,2220,3608,
2221,2221,2459,
2222,2222,7445,
2223,2223,4983,
2224,2224,9136,
2225,2225,3646,
2226,2226,2312,
2227,2227,9217,
2228,2228,5606,
2229,2229,2083,
2230,2230,9171,
2231,2231,2852,
2232,2232,7539,
2233,2233,5861,
2234,2234,6948,
2235,2235,8650,
2236,2236,8068,
2237,2237,6308,
2238,2238,9932,
2239,2239,9507,
2240,2240,7783,
2241,2241,8053,
2242,2242,8994,
2243,2243,9908,
2244,2244,1737,
2245,2245,8538,
2246,2246,7355,
2247,2247,2365,
2248,2248,2229,
2249,2249,8908,
2250,2250,3923,
2251,2251,3707,
2252,2252,6161,
2253,2253,8394,
2254,2254,7630,
2255,2255,6516,
2256,2256,6341,
2257,2257,1736,
2258,2258,7089,
2259,2259,4780,
2260,2260,8307,
2261,2261,6348,
2262,2262,5646,
2263,2263,7063,
2264,2264,8865,
2265,2265,3016,
2266,2266,5172,
2267,2267,1657,
2268,2268,2840,
2269,2269,5232,
2270,2270,5894,
2271,2271,4734,
2272,2272,9819,
2273,2273,9103,
2274,2274,3796,
2275,2275,5440,
2276,2276,3493,
2277,2277,7394,
2278,2278,9257,
2279,2279,6799,
2280,2280,4168,
2281,2281,8226,
2282,2282,6548,
2283,2283,3673,
2284,2284,3431,
2285,2285,7943,
2286,2286,4743,
2287,2287,8076,
2288,2288,2003,
2289,2289,3552,
2290,2290,6508,
2291,2291,3929,
2292,2292,6447,
2293,2293,5902,
2294,2294,1513,
2295,2295,8331,
2296,2296,6281,
2297,2297,7113,
2298,2298,6488,
2299,2299,4848,
2300,2300,6818,
2301,2301,8978,
2302,2302,5268,
2303,2303,4276,
2304,2304,9309,
2305,2305,6716,
2306,2306,8153,
2307,2307,4720,
2308,2308,3346,
2309,2309,6241,
2310,2310,2643,
2311,2311,9346,
2312,2312,2201,
2313,2313,7408,
2314,2314,5795,
2315,2315,3085,
2316,2316,4458,
2317,2317,4685,
2318,2318,2604,
2319,2319,9594,
2320,2320,8405,
2321,2321,6343,
2322,2322,8955,
2323,2323,8009,
2324,2324,2361,
2325,2325,9997,
2326,2326,3867,
2327,2327,7721,
2328,2328,5564,
2329,2329,6553,
2330,2330,8372,
2331,2331,4143,
2332,2332,7342,
2333,2333,7955,
2334,2334,4383,
2335,2335,4352,
2336,2336,7495,
2337,2337,7421,
2338,2338,6810,
2339,2339,3892,
2340,2340,8072,
2341,2341,2203,
2342,2342,3876,
2343,2343,4643,
2344,2344,2233,
2345,2345,7108,
2346,2346,8210,
2347,2347,4594,
2348,2348,3504,
2349,2349,1704,
2350,2350,5470,
2351,2351,5516,
2352,2352,7958,
2353,2353,6462,
2354,2354,4043,
2355,2355,5028,
2356,2356,5548,
2357,2357,5160,
2358,2358,5965,
2359,2359,4411,
2360,2360,3653,
2361,2361,5133,
2362,2362,9226,
2363,2363,3984,
2364,2364,7987,
2365,2365,6452,
2366,2366,6880,
2367,2367,2005,
2368,2368,7974,
2369,2369,1583,
2370,2370,9204,
2371,2371,2073,
2372,2372,1723,
2373,2373,6890,
2374,2374,2199,
2375,2375,6556,
2376,2376,7960,
2377,2377,5828,
2378,2378,9189,
2379,2379,1954,
2380,2380,5209,
2381,2381,2194,
2382,2382,5352,
2383,2383,1560,
2384,2384,5963,
2385,2385,4013,
2386,2386,5790,
2387,2387,4692,
2388,2388,5569,
2389,2389,7381,
2390,2390,7915,
2391,2391,6580,
2392,2392,4673,
2393,2393,9192,
2394,2394,7765,
2395,2395,2981,
2396,2396,6813,
2397,2397,8726,
2398,2398,7609,
2399,2399,5132,
2400,2400,5935,
2401,2401,4642,
2402,2402,7643,
2403,2403,3974,
2404,2404,3928,
2405,2405,3273,
2406,2406,4498,
2407,2407,7296,
2408,2408,3704,
2409,2409,7755,
2410,2410,8503,
2411,2411,8680,
2412,2412,4266,
2413,2413,6335,
2414,2414,7156,
2415,2415,7711,
2416,2416,8478,
2417,2417,6220,
2418,2418,5679,
2419,2419,8867,
2420,2420,3935,
2421,2421,4393,
2422,2422,8279,
2423,2423,5651,
2424,2424,8969,
2425,2425,9369,
2426,2426,2602,
2427,2427,2875,
2428,2428,5811,
2429,2429,6808,
2430,2430,4227,
2431,2431,5234,
2432,2432,7951,
2433,2433,3280,
2434,2434,9507,
2435,2435,9366,
2436,2436,4064,
2437,2437,1981,
2438,2438,9548,
2439,2439,7149,
2440,2440,7511,
2441,2441,6614,
2442,2442,4643,
2443,2443,3272,
2444,2444,5165,
2445,2445,2251,
2446,2446,9690,
2447,2447,6580,
2448,2448,8061,
2449,2449,3346,
2450,2450,7601,
2451,2451,4771,
2452,2452,6201,
2453,2453,1568,
2454,2454,7584,
2455,2455,9081,
2456,2456,6060,
2457,2457,5187,
2458,2458,4511,
2459,2459,8482,
2460,2460,8895,
2461,2461,4088,
2462,2462,9306,
2463,2463,7287,
2464,2464,2013,
2465,2465,3059,
2466,2466,7325,
2467,2467,4454,
2468,2468,5421,
2469,2469,5521,
2470,2470,6881,
2471,2471,8256,
2472,2472,3006,
2473,2473,9779,
2474,2474,4016,
2475,2475,5895,
2476,2476,4262,
2477,2477,9191,
2478,2478,1791,
2479,2479,4264,
2480,2480,6481,
2481,2481,4843,
2482,2482,9367,
2483,2483,2818,
2484,2484,8250,
2485,2485,1704,
2486,2486,8804,
2487,2487,8681,
2488,2488,4487,
2489,2489,9274,
2490,2490,1795,
2491,2491,4498,
2492,2492,2108,
2493,2493,5994,
2494,2494,7695,
2495,2495,5935,
2496,2496,6146,
2497,2497,1501,
2498,2498,2903,
2499,2499,4287,
2500,2500,2491,
2501,2501,8638,
2502,2502,9334,
2503,2503,8560,
2504,2504,6583,
2505,2505,9873,
2506,2506,6432,
2507,2507,4743,
2508,2508,6441,
2509,2509,2773,
2510,2510,4423,
2511,2511,3081,
2512,2512,6901,
2513,2513,9812,
2514,2514,9221,
2515,2515,8422,
2516,2516,6213,
2517,2517,6454,
2518,2518,9717,
2519,2519,2564,
2520,2520,6522,
2521,2521,6843,
2522,2522,4015,
2523,2523,3158,
2524,2524,6658,
2525,2525,6597,
2526,2526,2507,
2527,2527,2947,
2528,2528,5399,
2529,2529,3833,
2530,2530,5397,
2531,2531,6112,
2532,2532,4472,
2533,2533,1786,
2534,2534,8020,
2535,2535,9388,
2536,2536,5811,
2537,2537,6030,
2538,2538,7704,
2539,2539,2792,
2540,2540,2560,
2541,2541,5622,
2542,2542,1705,
2543,2543,6507,
2544,2544,3445,
2545,2545,2416,
2546,2546,9357,
2547,2547,4851,
2548,2548,6125,
2549,2549,4565,
2550,2550,3308,
2551,2551,1784,
2552,2552,5177,
2553,2553,3517,
2554,2554,4207,
2555,2555,5659,
2556,2556,7174,
2557,2557,6366,
2558,2558,5629,
2559,2559,8802,
2560,2560,6946,
2561,2561,2309,
2562,2562,2848,
2563,2563,7558,
2564,2564,8918,
2565,2565,5235,
2566,2566,3864,
2567,2567,7075,
2568,2568,9034,
2569,2569,4007,
2570,2570,5696,
2571,2571,9614,
2572,2572,2196,
2573,2573,6424,
2574,2574,4064,
2575,2575,3546,
2576,2576,4528,
2577,2577,9136,
2578,2578,7569,
2579,2579,6808,
2580,2580,5178,
2581,2581,4610,
2582,2582,8476,
2583,2583,7972,
2584,2584,7309,
2585,2585,4005,
2586,2586,9578,
2587,2587,5609,
2588,2588,2553,
2589,2589,8022,
2590,2590,6323,
2591,2591,9889,
2592,2592,1721,
2593,2593,7333,
2594,2594,2106,
2595,2595,4964,
2596,2596,5906,
2597,2597,3303,
2598,2598,4896,
2599,2599,8305,
2600,2600,2499,
2601,2601,3244,
2602,2602,2970,
2603,2603,6339,
2604,2604,5532,
2605,2605,4637,
2606,2606,4794,
2607,2607,7717,
2608,2608,5899,
2609,2609,8768,
2610,2610,8755,
2611,2611,6749,
2612,2612,1840,
2613,2613,9460,
2614,2614,7709,
2615,2615,9937,
2616,2616,3918,
2617,2617,7663,
2618,2618,7285,
2619,2619,8438,
2620,2620,5984,
2621,2621,3501,
2622,2622,8646,
2623,2623,9048,
2624,2624,9265,
2625,2625,2789,
2626,2626,8969,
2627,2627,5093,
2628,2628,6183,
2629,2629,9952,
2630,2630,2911,
2631,2631,2248,
2632,2632,9601,
2633,2633,9316,
2634,2634,8432,
2635,2635,6265,
2636,2636,4966,
2637,2637,5230,
2638,2638,2073,
2639,2639,9451,
2640,2640,3825,
2641,2641,8370,
2642,2642,8832,
2643,2643,3649,
2644,2644,9298,
2645,2645,6829,
2646,2646,4988,
2647,2647,6776,
2648,2648,4060,
2649,2649,6310,
2650,2650,7321,
2651,2651,3989,
2652,2652,9265,
2653,2653,5635,
2654,2654,7012,
2655,2655,1885,
2656,2656,8275,
2657,2657,2719,
2658,2658,2450,
2659,2659,3204,
2660,2660,5320,
2661,2661,4125,
2662,2662,2277,
2663,2663,5459,
2664,2664,9591,
2665,2665,9980,
2666,2666,8866,
2667,2667,4824,
2668,2668,5440,
2669,2669,7330,
2670,2670,4918,
2671,2671,5804,
2672,2672,1817,
2673,2673,7159,
2674,2674,4427,
2675,2675,5155,
2676,2676,5783,
2677,2677,9524,
2678,2678,4597,
2679,2679,9919,
2680,2680,6396,
2681,2681,8490,
2682,2682,2193,
2683,2683,8149,
2684,2684,9723,
2685,2685,8468,
2686,2686,8712,
2687,2687,7533,
2688,2688,9277,
2689,2689,6483,
2690,2690,8395,
2691,2691,6761,
2692,2692,4644,
2693,2693,7413,
2694,2694,3932,
2695,2695,9171,
2696,2696,1679,
2697,2697,9434,
2698,2698,2005,
2699,2699,7240,
2700,2700,9874,
2701,2701,8933,
2702,2702,3391,
2703,2703,9990,
2704,2704,5915,
2705,2705,9085,
2706,2706,2627,
2707,2707,3035,
2708,2708,3664,
2709,2709,1811,
2710,2710,1557,
2711,2711,6366,
2712,2712,8025,
2713,2713,8886,
2714,2714,5402,
2715,2715,6870,
2716,2716,3980,
2717,2717,9967,
2718,2718,3996,
2719,2719,6719,
2720,2720,6830,
2721,2721,8887,
2722,2722,8060,
2723,2723,5724,
2724,2724,7159,
2725,2725,2288,
2726,2726,5424,
2727,2727,1536,
2728,2728,1954,
2729,2729,5644,
2730,2730,7244,
2731,2731,4186,
2732,2732,2141,
2733,2733,2654,
2734,2734,4593,
2735,2735,9730,
2736,2736,9464,
2737,2737,4215,
2738,2738,8111,
2739,2739,2204,
2740,2740,4986,
2741,2741,8446,
2742,2742,2190,
2743,2743,2247,
2744,2744,5584,
2745,2745,8909,
2746,2746,2869,
2747,2747,2878,
2748,2748,6861,
2749,2749,8913,
2750,2750,5624,
2751,2751,8684,
2752,2752,3283,
2753,2753,1803,
2754,2754,2704,
2755,2755,5845,
2756,2756,8794,
2757,2757,8651,
2758,2758,4031,
2759,2759,1909,
2760,2760,7795,
2761,2761,9196,
2762,2762,3366,
2763,2763,7954,
2764,2764,9476,
2765,2765,4651,
2766,2766,2394,
2767,2767,7564,
2768,2768,6074,
2769,2769,4038,
2770,2770,5077,
2771,2771,4828,
2772,2772,1529,
2773,2773,5534,
2774,2774,2956,
2775,2775,3845,
2776,2776,4876,
2777,2777,8504,
2778,2778,7720,
2779,2779,3313,
2780,2780,6192,
2781,2781,4786,
2782,2782,6539,
2783,2783,5555,
2784,2784,3679,
2785,2785,2504,
2786,2786,5609,
2787,2787,5880,
2788,2788,7317,
2789,2789,8723,
2790,2790,2717,
2791,2791,7655,
2792,2792,2336,
2793,2793,4428,
2794,2794,8959,
2795,2795,9481,
2796,2796,3417,
2797,2797,2987,
2798,2798,6743,
2799,2799,5544,
2800,2800,7200,
2801,2801,8592,
2802,2802,4621,
2803,2803,1890,
2804,2804,4535,
2805,2805,6457,
2806,2806,3671,
2807,2807,6027,
2808,2808,4765,
2809,2809,7005,
2810,2810,1763,
2811,2811,4296,
2812,2812,8281,
2813,2813,3122,
2814,2814,2215,
2815,2815,5040,
2816,2816,4732,
2817,2817,9499,
2818,2818,4616,
2819,2819,3779,
2820,2820,3968,
2821,2821,4586,
2822,2822,5753,
2823,2823,9727,
2824,2824,9062,
2825,2825,8368,
2826,2826,5594,
2827,2827,2191,
2828,2828,6723,
2829,2829,9532,
2830,2830,6705,
2831,2831,9946,
2832,2832,2677,
2833,2833,4205,
2834,2834,2105,
2835,2835,8705,
2836,2836,2566,
2837,2837,3075,
2838,2838,5076,
2839,2839,3982,
2840,2840,9960,
2841,2841,6084,
2842,2842,7025,
2843,2843,7700,
2844,2844,9656,
2845,2845,2941,
2846,2846,4904,
2847,2847,3449,
2848,2848,5324,
2849,2849,9722,
2850,2850,4162,
2851,2851,2944,
2852,2852,8899,
2853,2853,2653,
2854,2854,5647,
2855,2855,2552,
2856,2856,8597,
2857,2857,2496,
2858,2858,2778,
2859,2859,2953,
2860,2860,6803,
2861,2861,9544,
2862,2862,7137,
2863,2863,1869,
2864,2864,9128,
2865,2865,6071,
2866,2866,3697,
2867,2867,3087,
2868,2868,4181,
2869,2869,8442,
2870,2870,8495,
2871,2871,1637,
2872,2872,3383,
2873,2873,7480,
2874,2874,9656,
2875,2875,8339,
2876,2876,5709,
2877,2877,1642,
2878,2878,2870,
2879,2879,5450,
2880,2880,9636,
2881,2881,3140,
2882,2882,9114,
2883,2883,6333,
2884,2884,7175,
2885,2885,6919,
2886,2886,6418,
2887,2887,4127,
2888,2888,7250,
2889,2889,9871,
2890,2890,2563,
2891,2891,9883,
2892,2892,5262,
2893,2893,9281,
2894,2894,5294,
2895,2895,8295,
2896,2896,2374,
2897,2897,4440,
2898,2898,5875,
2899,2899,2393,
2900,2900,3243,
2901,2901,6830,
2902,2902,6838,
2903,2903,4064,
2904,2904,2517,
2905,2905,2525,
2906,2906,6681,
2907,2907,9168,
2908,2908,2122,
2909,2909,7247,
2910,2910,2333,
2911,2911,5738,
2912,2912,6049,
2913,2913,6205,
2914,2914,6458,
2915,2915,9764,
2916,2916,1856,
2917,2917,5919,
2918,2918,3964,
2919,2919,4774,
2920,2920,8319,
2921,2921,6226,
2922,2922,3946,
2923,2923,2716,
2924,2924,2218,
2925,2925,3725,
2926,2926,1587,
2927,2927,3090,
2928,2928,3151,
2929,2929,4054,
2930,2930,4529,
2931,2931,8579,
2932,2932,5330,
2933,2933,6745,
2934,2934,6744,
2935,2935,3533,
2936,2936,7028,
2937,2937,4717,
2938,2938,4416,
2939,2939,8890,
2940,2940,2409,
2941,2941,2023,
2942,2942,3444,
2943,2943,6228,
2944,2944,1747,
2945,2945,8005,
2946,2946,7524,
2947,2947,7377,
2948,2948,5118,
2949,2949,4682,
2950,2950,9059,
2951,2951,7722,
2952,2952,4503,
2953,2953,4840,
2954,2954,9169,
2955,2955,7900,
2956,2956,9270,
2957,2957,7651,
2958,2958,2948,
2959,2959,2504,
2960,2960,4698,
2961,2961,9283,
2962,2962,5104,
2963,2963,1947,
2964,2964,7412,
2965,2965,2332,
2966,2966,6734,
2967,2967,3778,
2968,2968,6520,
2969,2969,3348,
2970,2970,2509,
2971,2971,9179,
2972,2972,1906,
2973,2973,7055,
2974,2974,6804,
2975,2975,7613,
2976,2976,5886,
2977,2977,8480,
2978,2978,5615,
2979,2979,2267,
2980,2980,7388,
2981,2981,5394,
2982,2982,5335,
2983,2983,7017,
2984,2984,7980,
2985,2985,5899,
2986,2986,8442,
2987,2987,8227,
2988,2988,5382,
2989,2989,4389,
2990,2990,4761,
2991,2991,2541,
2992,2992,6498,
