valuation_id,property_id,List_Price,Previous_Rent,ARV,Rent_Zestimate,Low_FMR,Redfin_Value,Zestimate,Expected_Rent,High_FMR
3651,1464,447342,,,2182.0,,,,,
3652,1464,144837,2487.0,,,,,295156.0,2370.0,
3653,1465,472906,,,,,111313.0,330573.0,,1825.0
3654,1465,236945,,,2978.0,,,486876.0,,
3655,1466,237305,,,,,,,,
3656,1467,272514,2091.0,95252.0,3201.0,1606.0,413487.0,,,1767.0
3657,1467,225222,,,,,259059.0,,,
3658,1467,481361,,549090.0,,,420577.0,476582.0,2013.0,
3659,1467,326804,1997.0,331440.0,,1304.0,,,2109.0,
3660,1469,99149,1551.0,,,1739.0,,,1365.0,1426.0
3661,1472,317461,,,,,,,2836.0,3267.0
3662,1472,229858,1047.0,524333.0,2424.0,,199334.0,473913.0,,
3663,1472,345743,,,3381.0,,,438694.0,,
3664,1474,403347,,,,,,343082.0,3299.0,
3665,1474,117114,2553.0,,,,,,2232.0,1133.0
3666,1475,277882,,,,1640.0,,,2803.0,3941.0
3667,1475,476701,1211.0,394273.0,2892.0,1351.0,,,2512.0,
3668,1476,434330,,,,,,505703.0,,
3669,1476,277120,,,,,,,,4982.0
3670,1477,132146,3277.0,,3572.0,1741.0,,,2970.0,3669.0
3671,1477,170258,,,2575.0,,,,,3779.0
3672,1477,269089,,,,1051.0,,,,
3673,1477,366079,,,,,,,,2177.0
3674,1478,289376,,106335.0,2580.0,,,515157.0,2530.0,
3675,1480,117755,2045.0,,,,415248.0,,,3927.0
3676,1480,365309,,319073.0,2657.0,,,170629.0,,
3677,1481,375669,,232346.0,,,,341828.0,3384.0,4689.0
3678,1482,136803,,,,1724.0,375792.0,179860.0,,
3679,1482,168367,1376.0,101618.0,1049.0,1576.0,,471107.0,,
3680,1482,434943,,93577.0,,,518489.0,,,5409.0
3681,1483,425087,,,1022.0,1136.0,351103.0,,,
3682,1483,101104,,377980.0,,875.0,,,3244.0,3786.0
3683,1483,147416,,,3003.0,,391089.0,431338.0,2378.0,
3684,1483,483810,,,,,496298.0,,,
3685,1484,479655,,117095.0,935.0,,,480812.0,,1656.0
3686,1484,109537,,,,,,,2854.0,4113.0
3687,1484,423712,2543.0,,,,,,,
3688,1486,308435,,510854.0,,1612.0,,,,5400.0
3689,1486,196302,2129.0,,2491.0,,235868.0,,2456.0,3976.0
3690,1486,271566,3042.0,,1342.0,,,151909.0,3176.0,
3691,1486,168686,2516.0,,,1074.0,,,3057.0,
3692,1486,349930,1283.0,,,,156661.0,,2619.0,
3693,1487,435687,1352.0,,,1468.0,,,,
3694,1487,448767,1416.0,103828.0,,866.0,420241.0,510287.0,,
3695,1487,433590,,,,,529530.0,,2791.0,4793.0
3696,1487,493121,,,1376.0,1082.0,,,3193.0,2948.0
3697,1488,489725,3415.0,,,,370621.0,282303.0,,
3698,1488,233836,,231568.0,2309.0,1492.0,277610.0,,,
3699,1489,423065,,,,,547270.0,205626.0,,
3700,1489,440000,2717.0,129996.0,,,,,,3645.0
3701,1489,265828,1737.0,,,,,,,2811.0
3702,1489,467958,,538551.0,,1136.0,,,,
3703,1489,335947,,,,,,,,
3704,1491,388182,,,3280.0,,,,,
3705,1491,419109,,,2981.0,,592828.0,,,
3706,1491,487013,,,,786.0,,218949.0,2861.0,
3707,1491,266426,,373855.0,2175.0,,,433930.0,,5176.0
3708,1492,393112,,160589.0,,1717.0,344019.0,450671.0,,
3709,1492,140177,,522259.0,,1715.0,,,3439.0,
3710,1493,429363,1811.0,,,839.0,367529.0,383437.0,,
3711,1493,180328,,,,,460232.0,,2903.0,
3712,1493,440462,1703.0,,,1908.0,273485.0,402104.0,2759.0,
3713,1493,146903,,,951.0,,,,,
3714,1493,227142,,,,,,,3319.0,3951.0
3715,1494,132422,,524416.0,1534.0,,569237.0,,,4228.0
3716,1494,481545,2193.0,,,,,,,2214.0
3717,1496,360759,1398.0,,3163.0,,330087.0,,,
3718,1498,393332,,391748.0,1295.0,1189.0,185299.0,167275.0,,
3719,1498,271141,2562.0,233448.0,3056.0,836.0,,442073.0,1586.0,4353.0
3720,1498,209243,1215.0,,,,,210938.0,2680.0,
3721,1498,320065,,,3566.0,,367553.0,306828.0,,3924.0
3722,1500,342042,,215277.0,,,365589.0,,1546.0,3013.0
3723,1500,272055,1990.0,,,1479.0,316891.0,,,
3724,1500,293849,2820.0,504581.0,,,252271.0,,,3528.0
3725,1501,263560,,340190.0,2580.0,1960.0,252056.0,,963.0,4236.0
3726,1502,360972,2159.0,,,,582094.0,,,5094.0
3727,1502,145624,1485.0,,2557.0,,,537620.0,2808.0,
3728,1502,375297,,598559.0,,818.0,,383609.0,,
3729,1502,375486,,,,987.0,296857.0,,,
3730,1503,290856,,452225.0,3542.0,,,,,
3731,1503,266854,2678.0,225650.0,,1926.0,502103.0,,3462.0,3021.0
3732,1503,273365,2720.0,,,,432408.0,460694.0,,2708.0
3733,1503,494975,3228.0,299874.0,1491.0,,,358589.0,,
3734,1503,188582,,,,,,,3285.0,
3735,1504,315289,,,,1627.0,509826.0,,2442.0,
3736,1506,158097,,,,,,442573.0,,4799.0
3737,1507,333132,,,,,,423745.0,2208.0,1688.0
3738,1507,413801,1367.0,,,,,,1024.0,
3739,1508,485191,1918.0,124135.0,1818.0,1865.0,,216657.0,,
3740,1510,466946,,474978.0,,,390934.0,,,4479.0
3741,1510,120470,1883.0,,2550.0,943.0,206409.0,,,4885.0
3742,1511,203309,1589.0,,,,,528241.0,,1173.0
3743,1511,152929,1248.0,,,706.0,,484982.0,1641.0,2971.0
3744,1511,325150,,,,1354.0,,430918.0,,
3745,1511,90378,,,3560.0,,,,,
3746,1511,314459,,,1651.0,,,246324.0,,
3747,1513,398892,,358282.0,,808.0,,177065.0,2669.0,
3748,1513,356706,,,3012.0,,,125713.0,,5461.0
3749,1514,361514,,,,,,,2039.0,2517.0
3750,1514,303460,,,,1196.0,207136.0,,,
3751,1514,252984,,173176.0,,1817.0,,,,
3752,1514,287084,3126.0,,,,573321.0,,3063.0,
3753,1514,362047,,328954.0,,1047.0,,,1962.0,
3754,1515,175109,2929.0,,,,240622.0,278887.0,,
3755,1515,265340,,93856.0,,1296.0,,260195.0,1357.0,
3756,1516,304997,,,3192.0,1726.0,,,,4442.0
3757,1517,441075,,,,,208265.0,,,3012.0
3758,1517,125138,,,1446.0,,393897.0,94895.0,,
3759,1518,249109,,470419.0,,1835.0,586259.0,,,
3760,1518,342875,3150.0,514806.0,,1565.0,566071.0,361514.0,,4354.0
3761,1518,496736,,448213.0,,,,,,
3762,1519,101108,2968.0,550459.0,,1185.0,,526023.0,1219.0,3902.0
3763,1519,428551,,,,1072.0,,445666.0,,
3764,1519,121556,,,2252.0,1702.0,,,,
3765,1519,223294,2414.0,,,1078.0,206704.0,,,
3766,1520,495241,3205.0,101576.0,2851.0,759.0,378694.0,,,
3767,1520,213730,,145457.0,,1529.0,,390709.0,,4627.0
3768,1520,200208,2992.0,,,,123121.0,,,
3769,1521,251761,,,,,100870.0,494139.0,2076.0,4273.0
3770,1521,362319,,,,,,,,4105.0
3771,1523,157001,,530844.0,,,,,3248.0,
3772,1523,312323,,,,,,542313.0,2236.0,
3773,1524,407493,,407859.0,,,,498819.0,,4935.0
3774,1524,396770,,206921.0,,,112811.0,,,
3775,1524,253311,,,,,,160599.0,1480.0,
3776,1524,243905,3235.0,,2191.0,,,,,
3777,1525,457302,,280301.0,3737.0,1930.0,,322906.0,2282.0,
3778,1525,106837,1887.0,,,1549.0,164346.0,,2523.0,
3779,1525,141694,,,1506.0,1917.0,,,,
3780,1526,129661,,,,1354.0,570904.0,415902.0,,
3781,1526,287907,2191.0,,3198.0,,,,,
3782,1527,328002,,,,,,367516.0,3304.0,3615.0
3783,1527,112184,,392779.0,,,252094.0,308270.0,,
3784,1527,211044,,,,1003.0,434069.0,173655.0,,
3785,1529,469789,1669.0,,1425.0,1316.0,,491537.0,,
3786,1529,240370,,,1619.0,,,,2730.0,
3787,1529,269624,,,,1649.0,,,,
3788,1529,234059,,308836.0,,,563075.0,433099.0,,5389.0
3789,1529,100421,2375.0,95488.0,3649.0,,95571.0,386713.0,2877.0,1409.0
3790,1530,217442,1008.0,390455.0,,1725.0,404426.0,142662.0,,5402.0
3791,1530,377576,2732.0,,,,,139474.0,2798.0,
3792,1530,263981,,,3012.0,1047.0,489999.0,,1942.0,3354.0
3793,1531,174834,1385.0,393350.0,,1833.0,286478.0,345590.0,,
3794,1531,291013,,,1266.0,,364346.0,,,3266.0
3795,1531,93861,1254.0,,,,250667.0,,2895.0,
3796,1531,254543,,,,971.0,,,2864.0,
3797,1531,395731,1337.0,392827.0,2345.0,,451179.0,,,
3798,1533,492994,,,,,,482102.0,3186.0,
3799,1533,348825,,264860.0,,,342852.0,318477.0,,
3800,1533,174086,2449.0,488166.0,2261.0,,,,,
3801,1535,229666,,263638.0,,,,151462.0,,
3802,1535,211194,2044.0,,,1910.0,576535.0,174908.0,,
3803,1535,294546,,117582.0,3786.0,,,,,1582.0
3804,1536,442770,,,1104.0,,,,1903.0,
3805,1536,286491,1795.0,,,,,,,5109.0
3806,1536,187764,,145873.0,2617.0,,,109534.0,971.0,
3807,1536,470178,,385744.0,,,204308.0,,,1421.0
3808,1537,160249,3339.0,456026.0,,1936.0,,137139.0,,
3809,1537,121480,,,3550.0,,,,1151.0,2968.0
3810,1537,166407,1697.0,,3083.0,1600.0,,461855.0,1905.0,
3811,1538,228202,,99089.0,,,,525469.0,,
3812,1538,280866,,,3193.0,,573443.0,,1173.0,
3813,1538,248646,1597.0,,,1154.0,133930.0,,,4156.0
3814,1539,164140,863.0,545780.0,1739.0,,,181971.0,,1360.0
3815,1539,495525,,507477.0,1992.0,,414069.0,,2219.0,
3816,1539,285560,,,,714.0,,367904.0,1687.0,
3817,1540,387629,,590078.0,,,326291.0,489137.0,2828.0,
3818,1541,407409,,196276.0,,,,,,
3819,1541,166327,,,3540.0,,,467697.0,,
3820,1541,240295,2781.0,,,1676.0,,,,
3821,1541,472931,3489.0,,,,93273.0,,,2652.0
3822,1542,426498,908.0,,2818.0,1574.0,598744.0,466247.0,,
3823,1542,197796,,364316.0,,,446239.0,,,
3824,1542,299353,3114.0,,,,198989.0,,2168.0,2281.0
3825,1542,418967,,,,1043.0,,521253.0,2067.0,
3826,1542,167933,3059.0,,,,,252564.0,,
3827,1543,166663,1697.0,454536.0,,,406006.0,,2626.0,
3828,1543,263265,,496422.0,,,,,,
3829,1543,463745,,,1697.0,,,,,1150.0
3830,1543,179633,,,1219.0,710.0,,,,3293.0
3831,1544,268336,1974.0,102760.0,,,168438.0,,2194.0,
3832,1544,223726,,260281.0,,,,276370.0,2748.0,
3833,1544,146420,,,966.0,1574.0,,,,
3834,1547,241415,,,3654.0,,,240878.0,,
3835,1547,419426,,,,,,500236.0,1856.0,
3836,1547,376944,2416.0,204205.0,1002.0,,,,,
3837,1547,334459,2324.0,,,1884.0,,,1093.0,2631.0
3838,1547,396056,,,,1026.0,,,2349.0,5098.0
3839,1548,337310,,221956.0,,1675.0,,163220.0,2421.0,
3840,1548,383697,,,,,,,,2484.0
3841,1548,117212,,444942.0,,878.0,,211235.0,,4564.0
3842,1549,226230,2803.0,327415.0,,,298454.0,,,
3843,1550,477398,,,,,184400.0,,2173.0,
3844,1550,123685,,,,,,,1909.0,
3845,1550,270844,1024.0,165103.0,,,,,,
3846,1550,419365,,242202.0,2113.0,,,,2422.0,
3847,1551,231430,962.0,,,,,161802.0,,
3848,1553,340932,,,,,,,,5432.0
3849,1553,184834,,,,1326.0,,140108.0,,5299.0
3850,1553,366216,,510548.0,,,,,,
3851,1554,235134,3052.0,270802.0,,,378124.0,,,
3852,1554,183328,,570697.0,3372.0,,,519506.0,,
3853,1555,371344,,,,,148742.0,450216.0,2172.0,
3854,1555,189090,2624.0,,1354.0,,,,,3464.0
3855,1556,481741,,,2482.0,1006.0,,,3184.0,
3856,1556,200672,1124.0,,,,,,,
3857,1556,350757,,212612.0,,,,,,3314.0
3858,1556,100967,,185553.0,,1197.0,322933.0,,,2258.0
3859,1558,123008,1847.0,,,1188.0,,,1499.0,
3860,1558,156627,3359.0,,,,328083.0,260874.0,,
3861,1558,194502,1668.0,,1138.0,,563675.0,,2228.0,
3862,1558,145389,,,3470.0,,,,1364.0,4721.0
3863,1558,374773,,314469.0,2005.0,,404537.0,,2122.0,
3864,1559,354990,,,2115.0,,,,,
3865,1560,273019,,244534.0,,,,,,
3866,1560,459211,,122566.0,,,287692.0,314513.0,,3458.0
3867,1560,142821,,399957.0,,,,248537.0,,
3868,1560,356408,3100.0,,,1319.0,,325123.0,,
3869,1560,453277,,99698.0,,,,,3477.0,4158.0
3870,1561,282042,,274583.0,2590.0,,,308963.0,,1903.0
3871,1561,291922,,,,,240386.0,166043.0,,
3872,1561,367874,1366.0,,,,,,,
3873,1561,493672,1521.0,436542.0,1492.0,,412324.0,,3164.0,5464.0
3874,1562,153940,1539.0,486984.0,3299.0,,,,,
3875,1563,179304,,125222.0,,,,,1907.0,
3876,1563,286394,,323753.0,,,222963.0,542111.0,,
3877,1563,128655,1566.0,,,1545.0,,,2946.0,
3878,1563,298701,,500902.0,1811.0,,349286.0,,,4538.0
3879,1563,144708,,,,885.0,,149609.0,,3620.0
3880,1564,392376,,97156.0,3775.0,1866.0,503856.0,257671.0,2226.0,
3881,1564,286933,,541577.0,,,,,2083.0,2032.0
3882,1564,425540,,,,,396316.0,496010.0,,
3883,1564,469849,,229987.0,2487.0,,303647.0,,,5264.0
3884,1565,98381,2823.0,,1517.0,946.0,433649.0,,2727.0,
3885,1565,409467,,,,1503.0,527919.0,,,
3886,1565,458071,,,2801.0,,,,,3207.0
3887,1565,477690,1525.0,331161.0,,,,,,
3888,1566,323643,3321.0,480459.0,,1264.0,,,,
3889,1566,375736,1871.0,476531.0,,,350654.0,,,
3890,1567,435838,,,,1583.0,,204279.0,,4184.0
3891,1567,267768,,,,,,,,
3892,1567,285887,2071.0,100484.0,,,,,3084.0,
3893,1567,419611,,245338.0,,816.0,299951.0,392479.0,,1954.0
3894,1567,254838,,,2654.0,,140141.0,158155.0,,3527.0
3895,1568,202243,,,,1100.0,,,,
3896,1568,228468,,,,1706.0,133650.0,,1486.0,
3897,1569,302616,,,1072.0,,369025.0,,,
3898,1570,188846,854.0,310383.0,,,,,1954.0,
3899,1571,162770,,,,,,,1414.0,
3900,1571,92215,,,2199.0,760.0,,,1033.0,3308.0
3901,1571,92996,,141808.0,,875.0,,,2972.0,
3902,1571,140650,,,,,,223960.0,,2788.0
3903,1571,210730,,,,1915.0,274796.0,,,2365.0
3904,1572,245011,,538412.0,,1257.0,,,,
3905,1572,234211,,104502.0,3253.0,1042.0,,324123.0,,
3906,1572,384371,2568.0,,,,,,,3831.0
3907,1572,165570,3169.0,,,,391809.0,,,2293.0
3908,1574,329589,2166.0,,,,524303.0,352608.0,3233.0,2202.0
3909,1574,334046,,,,,,,,1715.0
3910,1574,450734,,,,,,221166.0,1316.0,
3911,1576,497917,,,1741.0,1439.0,,,,
3912,1576,384392,,137642.0,,1365.0,463623.0,423847.0,1700.0,
3913,1576,148362,,,,791.0,,,,3451.0
3914,1576,159036,,288222.0,,,530751.0,371063.0,,
3915,1576,412750,3440.0,594423.0,,823.0,125726.0,,2278.0,4825.0
3916,1577,199213,,,,,300120.0,,,
3917,1578,212874,2727.0,,,,146366.0,315496.0,,
3918,1578,499582,,,,,,412566.0,,1358.0
3919,1578,212167,,390434.0,,,588293.0,482075.0,,3249.0
3920,1578,114243,,335722.0,1517.0,,242456.0,288489.0,3498.0,
3921,1579,114346,2245.0,,,,,,1507.0,4721.0
3922,1580,312363,,,3601.0,1391.0,,349034.0,,
3923,1580,490273,,,847.0,,,423119.0,2908.0,
3924,1581,378767,,382364.0,2688.0,1859.0,,,2680.0,
3925,1582,246355,,548943.0,,,,,1173.0,
3926,1582,207286,,,2138.0,,,,1963.0,4708.0
3927,1582,156474,,453560.0,1799.0,,,,1381.0,2196.0
3928,1582,313632,,120797.0,,,310995.0,,,
3929,1582,356302,1365.0,,,1911.0,,177551.0,,5238.0
3930,1584,268288,,,,,399423.0,,2781.0,3607.0
3931,1584,344693,1027.0,,3917.0,,229945.0,352837.0,,2424.0
3932,1585,244522,,,1369.0,1452.0,,,,1586.0
3933,1586,330874,,,3327.0,,,,,
3934,1587,330183,,593214.0,1519.0,,131231.0,379787.0,2374.0,
3935,1587,450202,,,,,,,3034.0,5346.0
3936,1587,465479,1642.0,,,,,,,
3937,1587,441481,1126.0,108356.0,3773.0,964.0,128073.0,,3188.0,3932.0
3938,1587,234067,2243.0,,1505.0,1653.0,371561.0,,2194.0,5144.0
3939,1589,431260,,132955.0,,1206.0,,,,
3940,1590,184664,,,,,,,,
3941,1591,384951,,,3480.0,,214436.0,439656.0,2458.0,
3942,1591,344300,,299462.0,2971.0,,,168500.0,,
3943,1592,469785,,189710.0,3091.0,,,309332.0,,
3944,1592,299977,833.0,537271.0,2178.0,,574046.0,266183.0,,3647.0
3945,1592,159538,,,2510.0,1638.0,,,,3689.0
3946,1595,419382,1636.0,513821.0,2840.0,,,,,3230.0
3947,1595,171632,3337.0,369873.0,,,,,,2772.0
3948,1595,149458,919.0,,,,516096.0,,2111.0,2558.0
3949,1596,217056,,,,,,,1814.0,2260.0
3950,1597,210745,,192316.0,2292.0,,,,,
3951,1597,457864,3271.0,560908.0,,,,460828.0,,
3952,1597,199135,,554900.0,,,353744.0,,,1599.0
3953,1597,170218,,,,,501677.0,,,
3954,1598,376661,3244.0,,3828.0,1898.0,353162.0,,,
3955,1599,428092,,570045.0,,,412594.0,277283.0,,4146.0
3956,1599,201429,,,1481.0,1769.0,,152863.0,,4601.0
3957,1599,321146,3279.0,,2882.0,,138298.0,346296.0,,1308.0
3958,1599,198447,1139.0,,3746.0,775.0,400272.0,,,5175.0
3959,1599,289530,,,,,134070.0,,3265.0,4862.0
3960,1601,249749,,,1885.0,,565187.0,,,2251.0
3961,1601,301168,,,1747.0,1223.0,,,1246.0,
3962,1602,186651,,533770.0,2995.0,1399.0,292698.0,194302.0,1339.0,
3963,1602,258100,1095.0,,,,389765.0,183113.0,,
3964,1602,102737,3412.0,168794.0,,,,,,
3965,1602,427878,,,3929.0,1001.0,130729.0,,,
3966,1602,227238,2944.0,,,,,,,
3967,1603,404731,,,3609.0,,,,,3466.0
3968,1603,489193,3273.0,,2194.0,1709.0,198140.0,,,
3969,1603,307866,,129482.0,,,534886.0,,2365.0,
3970,1603,202940,,,,,,,,
3971,1604,220158,2874.0,,,,,,,
3972,1604,355380,,172749.0,2331.0,,,479005.0,,
3973,1605,146992,,,2326.0,,457236.0,,2742.0,
3974,1605,423606,,,,,,,1952.0,
3975,1605,240968,3498.0,176721.0,,1823.0,,,,
3976,1605,469323,2865.0,,,1719.0,,,,
3977,1606,319470,1349.0,,,1383.0,,,2278.0,
3978,1607,121814,,372479.0,,1845.0,,,1857.0,
3979,1607,264995,,,,1174.0,260009.0,,,4446.0
3980,1609,459214,,,,1592.0,,,,5050.0
3981,1609,140091,1006.0,493195.0,1438.0,,,344479.0,,
3982,1610,178838,,,,1180.0,,,,4517.0
3983,1610,212843,1372.0,,1585.0,,,,3470.0,2976.0
3984,1610,461654,,458721.0,,869.0,521910.0,,,
3985,1611,105894,,,,,,,2923.0,
3986,1611,385274,,409357.0,,,,,,1287.0
3987,1611,260212,2511.0,289026.0,,,,,,
3988,1612,409095,3390.0,,,,,541843.0,3130.0,
3989,1612,144486,1805.0,209317.0,2622.0,1201.0,,283204.0,,
3990,1612,226242,2065.0,216301.0,,1356.0,,252947.0,,
3991,1613,374023,,454333.0,3334.0,1959.0,,,,
3992,1614,138483,,441389.0,,,,,,3713.0
3993,1614,231278,3161.0,554437.0,,,258522.0,343029.0,3110.0,
3994,1615,268840,,,2774.0,1226.0,165726.0,,1555.0,1675.0
3995,1615,139464,,,2035.0,1686.0,536291.0,90017.0,,
3996,1615,161161,,,827.0,,188007.0,535759.0,,4326.0
3997,1616,495858,3161.0,274221.0,,,,,,
3998,1616,186437,,,3522.0,,196314.0,201171.0,,1646.0
3999,1616,209184,,,,,194888.0,219784.0,,
4000,1616,299106,3204.0,485254.0,3233.0,1921.0,196381.0,121040.0,,
4001,1617,260684,2745.0,,2493.0,,286850.0,489211.0,3225.0,
4002,1617,492568,1037.0,194946.0,,,,189574.0,3416.0,3621.0
4003,1617,464931,,,,,,207615.0,,2762.0
4004,1617,170910,915.0,322160.0,,,,,1585.0,2947.0
4005,1617,329100,,593751.0,,,,,,
4006,1618,131995,,525135.0,,,,,,2151.0
4007,1618,406098,,483684.0,1353.0,,137289.0,,,
4008,1618,378141,1123.0,,,,,150447.0,,
4009,1620,484625,,,1984.0,1570.0,,,3374.0,
4010,1620,369003,,,,1219.0,526260.0,360072.0,,3204.0
4011,1620,316611,,,,,,,1352.0,
4012,1620,248565,1165.0,397951.0,,,,,1419.0,
4013,1620,499312,,,2789.0,1206.0,135104.0,,1638.0,2665.0
4014,1621,428131,,,3243.0,1088.0,257352.0,519064.0,1554.0,1239.0
4015,1621,321175,3155.0,,906.0,759.0,109653.0,,,
4016,1621,202981,,476157.0,,,231320.0,,,1139.0
4017,1621,170762,,,3016.0,,226146.0,,2055.0,1696.0
4018,1621,230047,,540735.0,,1137.0,116392.0,,1618.0,3312.0
4019,1623,438392,3310.0,,,1393.0,204229.0,,,
4020,1623,223172,,,1557.0,1152.0,,207036.0,1432.0,
4021,1623,181133,,,1709.0,,,,,
4022,1623,114423,,454973.0,,758.0,,366718.0,,
4023,1623,144880,,484280.0,,,,,2187.0,
4024,1624,308751,,523036.0,2891.0,,,,994.0,4531.0
4025,1625,414710,,,,1293.0,,232101.0,,
4026,1625,257258,,,1041.0,,129748.0,,,
4027,1625,355175,2531.0,398981.0,2820.0,938.0,,112021.0,,
4028,1625,464620,,554112.0,2054.0,,,390280.0,,
4029,1625,169064,,,,,254622.0,,3349.0,4246.0
4030,1626,160999,,488061.0,,855.0,451483.0,202450.0,,2095.0
4031,1626,180453,,,2669.0,1312.0,329218.0,,2185.0,
4032,1626,328650,870.0,,,1318.0,,531264.0,,
4033,1627,328447,,,,1696.0,,414771.0,,
4034,1627,347723,1543.0,220969.0,1534.0,1923.0,,,,1522.0
4035,1627,133383,2339.0,189085.0,,,,,,
4036,1627,358824,3139.0,,,,,144206.0,,4766.0
4037,1627,200415,,,,886.0,,473292.0,,
4038,1628,344586,2876.0,,,,293372.0,,,
4039,1628,144635,,,1938.0,1501.0,410566.0,518093.0,1563.0,
4040,1628,364365,,150262.0,2772.0,,,,3099.0,
4041,1628,271267,,,3358.0,1539.0,,,,1960.0
4042,1629,353736,2114.0,,,1523.0,,,,2377.0
4043,1629,155931,915.0,,,1277.0,108348.0,,,
4044,1629,169247,,558865.0,3667.0,1996.0,412761.0,,1388.0,
4045,1629,329197,,318263.0,,,,,,
4046,1629,264752,,370583.0,1374.0,1898.0,513960.0,497204.0,3252.0,
4047,1631,468728,,,,1453.0,,,,
4048,1631,231072,,328149.0,942.0,,456917.0,189169.0,,
4049,1632,249455,1553.0,,,,180020.0,,,2390.0
4050,1632,491880,,572537.0,,,131796.0,,2961.0,
4051,1633,168891,,349036.0,3879.0,1236.0,473679.0,245133.0,2674.0,
4052,1633,421154,,484662.0,,,136003.0,,3157.0,
4053,1633,226023,1840.0,,,,,,1878.0,
4054,1634,220937,1477.0,,,1082.0,,140883.0,,
4055,1634,449977,,,,,333092.0,,,
4056,1636,165778,,378859.0,2062.0,,204388.0,,1848.0,
4057,1636,233429,,,1263.0,,,435402.0,,
4058,1636,239179,,,,,,314219.0,,
4059,1636,285769,,268548.0,,,421541.0,284780.0,,2918.0
4060,1638,345889,804.0,436957.0,2808.0,,,,,3826.0
4061,1639,253498,2284.0,515000.0,,,,,,
4062,1639,294849,,,,,315245.0,,3324.0,
4063,1639,251238,,564190.0,1536.0,1657.0,166281.0,472760.0,,
4064,1639,310659,,386205.0,,,,455966.0,3387.0,
4065,1639,360077,,268491.0,3767.0,,,343704.0,,
4066,1640,437946,,,,,,95913.0,,
4067,1640,231385,,,,852.0,,308524.0,,2068.0
4068,1640,115352,2969.0,354141.0,,,,383996.0,,3444.0
4069,1641,191130,,,3636.0,1477.0,,,1437.0,
4070,1641,441843,,,,,173881.0,127215.0,2545.0,4847.0
4071,1641,382401,,403885.0,,1167.0,,205107.0,3033.0,
4072,1641,166023,,529348.0,3330.0,,,365358.0,,4291.0
4073,1641,305809,2524.0,,,1515.0,,345333.0,3056.0,
4074,1643,399250,,133883.0,,1568.0,,486790.0,3460.0,
4075,1643,108681,1132.0,449146.0,,,459436.0,,1422.0,
4076,1643,114729,,144602.0,,,,286246.0,3030.0,5074.0
4077,1644,369599,,278717.0,1222.0,,504403.0,,,
4078,1644,444645,,,3626.0,1189.0,,,1174.0,
4079,1644,388956,,402738.0,3901.0,,,,,2662.0
4080,1644,192426,,,,1362.0,,,999.0,
4081,1644,185219,,,1180.0,1695.0,,543700.0,,
4082,1645,133057,3452.0,361412.0,2928.0,1848.0,583879.0,155557.0,,3194.0
4083,1645,134851,,118438.0,,,,,,5386.0
4084,1645,352853,,,,938.0,144652.0,471100.0,3322.0,
4085,1645,106570,2885.0,545122.0,,,,324393.0,1121.0,
4086,1646,429694,1000.0,,,,,,1057.0,
4087,1646,166577,,573288.0,3197.0,1379.0,,,,
4088,1646,297073,1170.0,345132.0,,,525767.0,,3099.0,
4089,1647,325570,3374.0,,3594.0,974.0,,537952.0,,5267.0
4090,1647,427387,,474861.0,2872.0,,,475528.0,1484.0,
4091,1647,244015,,,,,,,,
4092,1647,190001,,231555.0,,1604.0,,,,
4093,1648,232868,,,,,201258.0,381446.0,,
4094,1648,424679,,,,1658.0,,,,
4095,1648,175896,3110.0,97521.0,3182.0,1286.0,294217.0,367619.0,,
4096,1649,456814,2222.0,,2160.0,1079.0,,,1813.0,
4097,1649,101476,1019.0,,3858.0,942.0,,289524.0,1580.0,
4098,1650,481085,1019.0,160889.0,,1670.0,,111103.0,1267.0,
4099,1651,94640,,,2578.0,,560376.0,287554.0,,
4100,1651,355261,2300.0,,,,,165541.0,,
4101,1651,476357,1933.0,,,,,,,5281.0
4102,1651,381334,2794.0,,,,,,,2997.0
4103,1652,262706,,545797.0,,,,374506.0,,
4104,1652,171166,3072.0,589987.0,,1022.0,,97230.0,1311.0,4011.0
4105,1652,174351,,293781.0,,728.0,217817.0,,,
4106,1653,199453,,112997.0,3209.0,1400.0,,225653.0,2328.0,2542.0
4107,1653,374579,3428.0,,,742.0,361492.0,,,
4108,1653,146363,,540554.0,1554.0,799.0,,,,
4109,1653,401731,3235.0,,,1293.0,,378736.0,2038.0,
4110,1655,175195,,,,962.0,138419.0,,,2289.0
4111,1655,279516,,,,879.0,333213.0,407677.0,,3573.0
4112,1655,212359,1218.0,,,,570672.0,,,
4113,1655,317196,,,3280.0,923.0,560050.0,,,1702.0
4114,1656,407499,2574.0,,,,,277417.0,,3661.0
4115,1656,300326,1900.0,,,,,,,4732.0
4116,1656,436199,1135.0,,,,470080.0,,,
4117,1656,370943,953.0,,3020.0,1196.0,542511.0,,1120.0,3932.0
4118,1657,443138,2904.0,111487.0,,,120644.0,,1430.0,1721.0
4119,1658,149547,,,,,132155.0,,,2058.0
4120,1658,306735,,145040.0,,,,,,
4121,1658,153088,2901.0,,2648.0,1273.0,,,2905.0,
4122,1658,460545,,492026.0,,1761.0,597490.0,283839.0,,2716.0
4123,1658,315998,,541760.0,2107.0,1773.0,359858.0,,,
4124,1659,246373,,,,,337930.0,144152.0,,
4125,1659,359451,,522100.0,2342.0,,258230.0,,1128.0,3243.0
4126,1659,452893,,,,,434620.0,,,
