rehab_id,property_id,Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag
3774,1922,17105,34472,No,,,Yes,,No,,Yes,No,Yes,
3775,1923,11280,21955,No,Yes,,No,Yes,,Yes,No,Yes,,
3776,1924,14182,33547,No,No,No,Yes,,No,,No,Yes,No,No
3777,1924,38449,53721,,,No,,No,Yes,Yes,,No,No,No
3778,1924,58698,77228,,Yes,Yes,Yes,Yes,,,No,,,
3779,1925,33883,85140,Yes,No,Yes,No,No,Yes,No,No,No,No,
3780,1925,20626,64856,Yes,,Yes,Yes,,,No,No,,No,Yes
3781,1925,20863,71317,Yes,Yes,Yes,No,,No,,Yes,,No,
3782,1926,63397,31029,No,Yes,,,Yes,Yes,Yes,,Yes,No,
3783,1926,3233,23059,,No,,No,Yes,No,No,Yes,,Yes,Yes
3784,1926,11760,20464,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,No,No
3785,1927,29908,11090,No,,,No,Yes,,,Yes,No,No,No
3786,1928,51774,56752,Yes,No,Yes,No,No,No,Yes,,No,Yes,Yes
3787,1928,79674,62395,Yes,,,,No,No,,No,Yes,No,Yes
3788,1929,79851,14097,No,Yes,,Yes,No,,Yes,,No,No,Yes
3789,1930,27845,68868,,No,Yes,,Yes,No,Yes,Yes,Yes,Yes,Yes
3790,1931,58976,92163,No,,Yes,No,No,No,No,,,Yes,
3791,1931,18386,73086,,,No,Yes,No,No,,No,No,,
3792,1932,12210,48342,No,,No,No,Yes,No,No,Yes,,,No
3793,1932,13139,8929,No,Yes,No,No,No,Yes,Yes,No,Yes,,Yes
3794,1932,97276,84313,No,,,Yes,,No,,No,Yes,Yes,No
3795,1933,91697,53286,,No,No,Yes,,Yes,,No,,No,No
3796,1933,98713,65287,No,,,No,No,,No,,Yes,No,Yes
3797,1933,54593,89749,No,No,,,No,No,Yes,,Yes,Yes,Yes
3798,1934,28972,19036,,,Yes,No,,,Yes,Yes,,No,No
3799,1935,75423,55811,No,,No,Yes,No,,,No,Yes,No,
3800,1935,47365,67867,No,,,,Yes,Yes,,,,Yes,Yes
3801,1935,44740,45624,Yes,,,,Yes,Yes,No,No,No,Yes,
3802,1936,71128,78164,No,,Yes,,Yes,,No,No,,No,No
3803,1936,84279,8395,,Yes,,Yes,No,No,Yes,Yes,Yes,,
3804,1937,77089,81274,,Yes,,,No,,Yes,,Yes,Yes,
3805,1937,16972,81067,No,,,No,,No,Yes,,Yes,No,Yes
3806,1937,28419,71541,Yes,,No,No,,No,Yes,Yes,Yes,No,Yes
3807,1938,88114,15493,No,No,,No,Yes,,No,,No,Yes,Yes
3808,1938,84656,88452,,,Yes,Yes,,No,No,No,No,No,Yes
3809,1939,37582,23164,No,,,No,No,,No,,Yes,Yes,
3810,1939,17312,22515,No,No,Yes,,No,,Yes,Yes,,Yes,Yes
3811,1940,34961,38786,,No,Yes,Yes,Yes,,Yes,,,,No
3812,1940,26746,1013,No,No,No,,No,,Yes,,No,No,
3813,1941,82159,53359,Yes,No,No,,Yes,No,Yes,Yes,No,Yes,
3814,1941,13492,83000,Yes,Yes,Yes,Yes,Yes,Yes,,,No,Yes,
3815,1941,40053,25923,,Yes,,No,,No,No,Yes,Yes,Yes,Yes
3816,1942,62415,85577,,No,,No,No,Yes,Yes,,No,,Yes
3817,1942,59196,55003,Yes,Yes,No,No,No,,Yes,,Yes,Yes,Yes
3818,1942,37991,58353,Yes,No,No,Yes,No,,No,Yes,Yes,No,
3819,1943,25370,23151,No,Yes,Yes,No,Yes,Yes,Yes,No,,,No
3820,1943,77375,76625,Yes,Yes,Yes,No,No,,Yes,No,No,Yes,
3821,1943,30286,65552,,Yes,No,,,Yes,Yes,,Yes,,Yes
3822,1944,77225,22235,,,Yes,,,,,Yes,Yes,No,
3823,1944,6121,21098,No,No,,Yes,Yes,,,,No,No,Yes
3824,1945,70652,18885,Yes,,Yes,,No,No,Yes,No,,,No
3825,1945,3295,30693,,Yes,No,No,Yes,No,,No,,Yes,
3826,1945,32023,32398,,Yes,,Yes,No,,No,Yes,No,No,Yes
3827,1946,27795,25073,,No,,Yes,Yes,Yes,No,No,,,
3828,1946,26565,41644,No,No,,No,No,Yes,,Yes,Yes,No,No
3829,1947,69500,35776,Yes,,No,No,Yes,Yes,Yes,No,No,No,Yes
3830,1947,17722,63442,,,Yes,No,Yes,No,No,,Yes,Yes,Yes
3831,1947,3293,85512,,No,,Yes,,Yes,Yes,Yes,No,Yes,
3832,1948,25687,52257,No,,,No,No,,Yes,,,,
3833,1948,85746,75375,No,Yes,Yes,,No,Yes,Yes,,,No,
3834,1948,88504,86269,,,Yes,,No,Yes,Yes,Yes,Yes,No,No
3835,1949,26347,51784,Yes,Yes,Yes,,No,No,Yes,Yes,No,No,
3836,1949,88287,60288,Yes,,Yes,,,,,No,Yes,,
3837,1949,98781,65713,,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No
3838,1950,5356,76237,,Yes,No,Yes,,No,,Yes,No,No,
3839,1950,41246,514,Yes,Yes,No,Yes,No,Yes,No,,Yes,Yes,
3840,1950,48436,76819,Yes,,Yes,Yes,No,Yes,No,,,,
3841,1951,18670,47879,,Yes,Yes,,Yes,,No,No,,No,
3842,1952,73563,2044,,No,No,No,,,,Yes,Yes,,No
3843,1953,30527,6245,No,Yes,No,No,Yes,No,Yes,,No,No,No
3844,1954,12985,484,Yes,,Yes,Yes,,Yes,Yes,No,No,No,No
3845,1955,70047,10187,Yes,No,,No,,,,Yes,Yes,No,No
3846,1955,74216,25925,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,No
3847,1955,23796,76815,,Yes,,,No,,Yes,,Yes,No,Yes
3848,1956,32093,7456,,No,No,No,Yes,No,Yes,,,No,Yes
3849,1956,19506,38549,No,No,,No,No,No,,,,Yes,Yes
3850,1956,36062,53511,No,No,,,,,No,,Yes,Yes,Yes
3851,1957,41382,18108,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
3852,1958,40550,34947,Yes,No,,Yes,,No,,,No,,
3853,1959,28290,19219,No,,Yes,Yes,No,No,,No,Yes,Yes,No
3854,1959,98340,75730,No,,No,,Yes,No,Yes,No,No,,Yes
3855,1960,60551,86755,Yes,No,Yes,Yes,No,No,,,,Yes,Yes
3856,1960,89775,15418,No,Yes,,,No,,Yes,No,,Yes,
3857,1960,37735,47508,,,,Yes,Yes,No,Yes,,No,No,No
3858,1961,92800,23263,Yes,Yes,Yes,No,,No,No,Yes,,No,No
3859,1961,6918,61771,,No,No,No,Yes,No,,,Yes,No,No
3860,1961,62563,90734,,No,No,,,Yes,Yes,No,,No,
3861,1962,72255,72309,Yes,Yes,Yes,No,Yes,No,,,Yes,No,No
3862,1962,83472,16958,,No,Yes,Yes,,Yes,,No,No,,
3863,1962,22097,36617,,Yes,No,No,No,,No,,Yes,,Yes
3864,1963,24642,84808,,,No,Yes,,Yes,No,Yes,,,Yes
3865,1963,73243,36443,No,Yes,,No,No,,No,Yes,Yes,No,Yes
3866,1964,68871,92070,,Yes,,No,No,Yes,No,,Yes,No,Yes
3867,1965,57168,57093,Yes,No,Yes,No,No,No,,No,Yes,Yes,Yes
3868,1965,64753,39089,Yes,,No,,,No,,,Yes,,No
3869,1966,60176,22401,No,,No,No,,Yes,No,No,,No,Yes
3870,1966,52759,78542,No,Yes,,No,Yes,Yes,,Yes,,Yes,
3871,1966,13481,56763,,,No,No,No,Yes,Yes,No,Yes,No,
3872,1967,32812,17784,No,,Yes,Yes,No,Yes,,Yes,No,,No
3873,1967,91007,84596,No,Yes,Yes,,No,No,,Yes,,,
3874,1968,63429,97555,No,Yes,No,,,,,No,Yes,,No
3875,1968,51723,903,Yes,,No,Yes,Yes,Yes,,No,,No,No
3876,1968,10882,52559,No,,,No,No,,Yes,No,No,Yes,No
3877,1969,38233,92749,No,,,No,No,Yes,Yes,,No,,
3878,1969,57145,90218,No,Yes,,,No,Yes,Yes,Yes,No,No,Yes
3879,1970,34329,29901,No,Yes,Yes,Yes,No,,No,Yes,Yes,Yes,Yes
3880,1970,31389,26779,Yes,No,,,No,,Yes,No,,No,
3881,1971,24477,43434,No,Yes,No,Yes,Yes,Yes,Yes,No,,Yes,
3882,1971,64330,55372,,Yes,,No,,No,,Yes,,Yes,No
3883,1971,82222,2133,,Yes,No,,,No,No,Yes,Yes,Yes,Yes
3884,1972,52828,89210,,Yes,,Yes,No,,,,Yes,Yes,Yes
3885,1972,73047,79166,Yes,Yes,,Yes,No,No,Yes,No,,Yes,
3886,1973,71213,86048,No,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,
3887,1974,905,20031,No,No,,No,Yes,,,,Yes,Yes,
3888,1974,92120,25218,,,Yes,Yes,No,No,,No,,,Yes
3889,1975,59226,71849,Yes,,No,,Yes,,,,,No,Yes
3890,1975,5000,55819,No,Yes,Yes,Yes,,Yes,,Yes,Yes,No,No
3891,1975,80818,36388,No,,,Yes,,,,No,Yes,Yes,No
3892,1976,13649,74985,No,,Yes,,Yes,,No,No,Yes,Yes,No
3893,1976,87160,52859,Yes,Yes,,Yes,,Yes,,Yes,,Yes,
3894,1977,55529,13173,Yes,Yes,,Yes,,Yes,,,No,Yes,No
3895,1978,38258,1624,Yes,,Yes,No,Yes,No,Yes,,No,No,No
3896,1979,65838,27672,Yes,,,Yes,,No,Yes,Yes,Yes,No,
3897,1979,18131,96712,,Yes,Yes,Yes,,,Yes,,No,,No
3898,1980,52911,29402,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes
3899,1980,78313,64608,Yes,No,,Yes,,Yes,Yes,No,,Yes,Yes
3900,1980,57146,97414,Yes,,Yes,,Yes,,Yes,,Yes,,Yes
3901,1981,75285,17965,Yes,No,,No,,Yes,,Yes,,Yes,
3902,1981,24434,70099,,,Yes,No,Yes,,No,Yes,Yes,,Yes
3903,1982,134,14406,,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,
3904,1982,8634,87332,,,No,,Yes,Yes,,Yes,,No,Yes
3905,1982,92505,87956,,Yes,,,Yes,,Yes,Yes,,,
3906,1983,77510,66517,No,,No,Yes,,Yes,Yes,No,Yes,Yes,
3907,1983,93432,67151,No,No,,Yes,No,,,,Yes,,Yes
3908,1984,77728,89014,No,No,No,Yes,,,Yes,No,No,,No
3909,1984,88683,15219,No,Yes,No,,,No,Yes,Yes,No,No,Yes
3910,1985,24412,61594,,,Yes,Yes,No,No,Yes,No,No,Yes,No
3911,1985,62459,36852,,Yes,No,,,No,No,Yes,,,
3912,1986,74958,32264,Yes,No,,,No,No,,Yes,No,Yes,No
3913,1986,31461,53022,,No,Yes,Yes,,,No,No,,No,
3914,1986,84615,2732,,No,,No,No,,No,No,Yes,No,Yes
3915,1987,88030,89851,,,No,Yes,,,Yes,,,No,Yes
3916,1987,17408,85637,,Yes,,,,,No,No,Yes,Yes,Yes
3917,1987,26087,52286,,,,Yes,Yes,,Yes,,Yes,,No
3918,1988,91867,90408,,Yes,No,,No,,,No,Yes,,No
3919,1989,53822,80371,,No,No,,Yes,No,Yes,Yes,Yes,No,No
3920,1989,88811,85050,Yes,No,,No,,Yes,,,No,,Yes
3921,1989,75319,78490,No,Yes,No,Yes,,,Yes,Yes,Yes,Yes,
3922,1990,48175,47555,Yes,Yes,,No,Yes,No,,Yes,,No,
3923,1991,85460,92835,No,,Yes,,Yes,No,Yes,Yes,Yes,No,Yes
3924,1991,95900,52913,Yes,Yes,No,,No,Yes,,No,,Yes,No
3925,1992,41632,70826,Yes,No,Yes,No,No,,Yes,,,,Yes
3926,1992,77985,70217,,Yes,,,Yes,,Yes,Yes,No,,Yes
3927,1993,5670,65481,,No,,Yes,,No,Yes,No,Yes,,Yes
3928,1993,43188,16120,Yes,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes
3929,1994,85194,46047,Yes,Yes,No,No,Yes,No,No,No,,Yes,
3930,1994,90082,47159,,Yes,Yes,No,,,Yes,,,,No
3931,1995,5544,6639,No,No,Yes,Yes,Yes,,,Yes,No,Yes,No
3932,1995,39720,79656,No,,No,No,Yes,Yes,No,No,No,Yes,
3933,1996,47173,71299,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,
3934,1996,54995,95584,,Yes,,,No,No,No,No,No,Yes,Yes
3935,1997,96010,53857,No,,,Yes,No,No,Yes,Yes,,Yes,
3936,1997,24192,83103,,No,No,,No,Yes,No,No,,,
3937,1998,26958,18303,Yes,Yes,,Yes,,No,Yes,,,No,
3938,1998,93477,84460,Yes,Yes,,,Yes,Yes,,No,No,Yes,No
3939,1999,75379,44106,No,Yes,,,No,Yes,No,Yes,,Yes,Yes
3940,1999,12065,82387,Yes,,Yes,Yes,,,No,No,Yes,,Yes
3941,2000,44563,9987,No,Yes,,No,,Yes,,No,Yes,No,
3942,2000,56306,87896,,Yes,Yes,Yes,Yes,No,,,No,Yes,
3943,2000,63836,59842,Yes,,Yes,,,,Yes,No,No,,Yes
3944,2001,17550,62604,,No,Yes,No,Yes,No,Yes,,Yes,No,
3945,2002,19059,93357,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,
3946,2002,38526,83006,Yes,,,Yes,,No,,,,Yes,Yes
3947,2002,73973,52540,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,No
3948,2003,72582,23935,No,Yes,No,No,,No,No,,Yes,,Yes
3949,2003,89058,22391,Yes,Yes,Yes,Yes,,No,,No,No,,
3950,2003,29654,4476,Yes,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes
3951,2004,45369,11636,Yes,No,Yes,No,,,,,,No,Yes
3952,2005,16012,55133,Yes,Yes,No,No,No,,No,No,,,
3953,2006,39165,97211,No,,No,Yes,,,,,,No,
3954,2006,83530,32994,Yes,No,Yes,Yes,,No,No,Yes,,,
3955,2006,86988,1467,,No,No,No,,Yes,,,No,No,Yes
3956,2007,45938,80915,No,Yes,No,Yes,No,No,,Yes,Yes,,
3957,2008,7849,42857,,No,,,,,Yes,Yes,Yes,Yes,
3958,2008,27081,63642,No,No,Yes,,Yes,Yes,,Yes,,No,Yes
3959,2008,16065,74226,No,No,Yes,Yes,,,,No,,Yes,
3960,2009,25888,41152,,Yes,,No,,No,Yes,Yes,Yes,Yes,No
3961,2009,78917,21671,No,,,No,,Yes,No,,Yes,Yes,No
3962,2009,80819,69888,Yes,No,No,,,,No,No,,,Yes
3963,2010,3713,30666,Yes,Yes,Yes,,No,No,Yes,,,Yes,No
3964,2010,20419,93249,No,,,No,No,,Yes,No,No,Yes,No
3965,2011,41625,26379,No,Yes,No,Yes,,No,No,Yes,,,
3966,2012,95619,49081,No,No,Yes,Yes,No,,,No,Yes,No,No
3967,2013,3319,73981,Yes,,Yes,No,No,No,,No,,No,Yes
3968,2013,82442,79584,Yes,,No,Yes,,,,No,,No,No
3969,2014,9990,58641,Yes,No,No,,,Yes,,,,Yes,Yes
3970,2015,28325,14611,,Yes,No,Yes,,Yes,Yes,No,Yes,Yes,Yes
3971,2016,80145,42253,Yes,,,No,Yes,Yes,,Yes,No,Yes,Yes
3972,2016,69908,4225,,,Yes,Yes,,Yes,No,,No,No,
3973,2016,87880,419,Yes,Yes,,Yes,Yes,No,No,,,Yes,No
3974,2017,90757,97755,No,No,No,,No,No,No,,Yes,No,Yes
3975,2017,79372,96283,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,
3976,2017,32772,57079,,,,No,Yes,No,,No,,No,
3977,2018,14411,28516,,Yes,No,Yes,,No,,Yes,Yes,No,No
3978,2018,37810,3731,Yes,No,Yes,No,,Yes,,Yes,Yes,Yes,
3979,2019,81262,4376,Yes,,No,No,Yes,,,,,No,Yes
3980,2019,37535,36349,,No,Yes,,No,No,No,No,Yes,No,Yes
3981,2020,98832,15158,,No,Yes,,No,Yes,,No,No,No,
3982,2020,63635,80785,,No,Yes,Yes,,Yes,Yes,,No,No,
3983,2021,5003,82033,,Yes,Yes,,No,,No,Yes,Yes,Yes,No
3984,2022,88031,19276,,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
3985,2022,86450,91347,No,,No,,No,Yes,Yes,No,,,No
3986,2023,76687,92681,No,Yes,Yes,No,,,No,No,No,Yes,Yes
3987,2023,18252,8530,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,Yes,Yes
3988,2023,73463,26586,Yes,Yes,No,No,,Yes,Yes,Yes,,No,Yes
3989,2024,78453,29108,,Yes,Yes,No,No,,Yes,No,,,No
3990,2024,92741,51446,Yes,,,No,,,No,Yes,No,,Yes
3991,2024,54085,498,Yes,,No,Yes,No,No,,Yes,Yes,,No
3992,2025,63262,54125,No,No,Yes,,No,,Yes,No,,Yes,Yes
3993,2025,37770,5724,Yes,No,Yes,,,,,,,,
3994,2026,42675,18433,Yes,No,,No,,Yes,Yes,,,No,
3995,2027,76055,1935,Yes,No,,No,Yes,,,No,,No,Yes
3996,2027,320,83817,,Yes,,No,No,,,,Yes,No,No
3997,2028,82434,74648,No,No,No,No,Yes,,Yes,,No,No,No
3998,2028,72040,32938,Yes,Yes,No,,No,,Yes,No,No,Yes,
3999,2028,79892,21918,Yes,No,Yes,Yes,,No,Yes,Yes,No,Yes,No
4000,2029,43100,83980,No,,No,No,,No,No,Yes,No,,Yes
4001,2030,73855,77819,,Yes,Yes,No,,No,,,No,No,Yes
4002,2031,39037,49982,No,,Yes,,No,,No,,,Yes,No
4003,2031,60495,52971,No,No,No,No,Yes,Yes,,No,Yes,No,
4004,2032,23219,78822,,,,Yes,,Yes,,,Yes,,Yes
4005,2032,90732,28343,Yes,No,,Yes,Yes,Yes,,,No,,
4006,2032,58902,94930,,,Yes,Yes,,,,,,No,Yes
4007,2033,77369,33876,Yes,Yes,,Yes,No,,Yes,Yes,No,No,No
4008,2033,65575,13821,,No,,,Yes,No,Yes,Yes,,Yes,No
4009,2033,3245,77714,Yes,,Yes,,,No,,Yes,,No,Yes
4010,2034,11701,79453,Yes,No,,No,Yes,No,Yes,Yes,No,No,No
4011,2035,3247,58590,Yes,,,No,No,Yes,Yes,,No,Yes,Yes
4012,2035,47693,44954,,,,,Yes,,No,No,Yes,Yes,
4013,2035,85905,30924,No,Yes,No,No,No,No,No,Yes,,No,Yes
4014,2036,26100,5738,Yes,Yes,Yes,No,Yes,Yes,,No,No,Yes,
4015,2036,86088,99122,,,No,No,,No,Yes,Yes,,Yes,Yes
4016,2036,30749,67195,,,Yes,No,No,,No,Yes,Yes,No,
4017,2037,91541,42309,,No,No,,,,,Yes,Yes,,Yes
4018,2037,76014,19033,,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes
4019,2038,26580,65860,,Yes,No,No,,,No,,Yes,Yes,No
4020,2039,66185,35783,No,No,No,,Yes,,Yes,,Yes,Yes,
4021,2040,31605,33264,Yes,,Yes,No,No,,,No,No,Yes,Yes
4022,2040,77846,99274,No,No,Yes,Yes,No,No,No,,No,,No
4023,2040,50726,11226,No,Yes,No,No,Yes,No,No,No,No,No,Yes
4024,2041,1984,61984,Yes,No,Yes,,,Yes,No,,No,No,
4025,2041,37535,11052,Yes,Yes,No,No,Yes,,Yes,,No,,No
4026,2041,33247,65330,No,No,No,No,Yes,No,Yes,,Yes,,
4027,2042,6199,98441,Yes,Yes,No,No,No,Yes,,No,No,Yes,Yes
4028,2042,44865,88045,,,No,,,No,Yes,No,,,Yes
4029,2043,86529,85230,Yes,,Yes,Yes,Yes,,,No,,No,No
4030,2043,35813,24161,No,,No,,Yes,No,Yes,,No,Yes,
4031,2044,17493,86696,No,No,,,,Yes,No,,Yes,No,
4032,2044,17607,862,No,Yes,No,No,,Yes,,No,Yes,Yes,Yes
4033,2044,64473,26392,,Yes,,No,Yes,,,Yes,,Yes,
4034,2045,29194,70124,Yes,,,Yes,,,Yes,Yes,,Yes,Yes
4035,2045,29641,15559,Yes,No,No,,,Yes,,No,No,,
4036,2045,66103,54358,No,No,No,No,No,Yes,,,,,No
4037,2046,60252,99685,Yes,No,,Yes,Yes,Yes,Yes,,No,,No
4038,2046,46968,84349,,,No,No,,No,Yes,Yes,No,Yes,Yes
4039,2046,69700,88195,No,Yes,Yes,,,No,Yes,Yes,,Yes,Yes
4040,2047,78816,32539,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
4041,2047,12774,44568,Yes,,No,,Yes,,,No,Yes,,No
4042,2048,51148,6184,No,,,Yes,Yes,No,Yes,Yes,Yes,No,Yes
4043,2049,91765,98338,,No,,No,No,Yes,No,,Yes,,No
4044,2049,66264,66680,No,,No,No,No,,No,,,Yes,No
4045,2049,37137,26554,,No,Yes,No,Yes,No,No,,Yes,Yes,Yes
4046,2050,96088,84747,,Yes,Yes,Yes,,No,,No,No,Yes,Yes
4047,2050,32755,79001,,Yes,Yes,,,,Yes,Yes,,Yes,
4048,2050,16036,48467,No,No,No,,,,,No,Yes,No,
4049,2051,64142,61633,Yes,,Yes,,Yes,No,,Yes,,No,No
4050,2051,29798,821,Yes,Yes,Yes,,Yes,Yes,,,No,,No
4051,2051,50224,26215,No,,,,,No,No,No,No,,
4052,2052,41615,52064,,,,No,Yes,Yes,Yes,,,Yes,No
4053,2052,68249,49772,No,No,No,,No,No,Yes,,,Yes,No
4054,2052,32214,79501,Yes,Yes,Yes,No,No,Yes,,,No,,Yes
4055,2053,9661,23211,,,No,Yes,Yes,No,No,,,,
4056,2053,97026,62666,,No,No,No,No,,,No,,,
4057,2053,78341,11153,Yes,Yes,No,No,Yes,,Yes,,No,No,
4058,2054,86564,65147,Yes,,,Yes,No,Yes,No,,Yes,No,Yes
4059,2055,1488,13237,Yes,,Yes,,Yes,,,No,,Yes,No
4060,2056,71142,7824,No,,Yes,Yes,No,Yes,Yes,,No,No,No
4061,2056,68602,29597,Yes,No,Yes,No,Yes,Yes,No,Yes,,No,No
4062,2057,19156,65617,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
4063,2057,59789,23197,,Yes,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes
4064,2057,23347,43714,Yes,Yes,Yes,,Yes,No,Yes,,No,,
4065,2058,58229,89626,Yes,,,No,No,No,,Yes,,Yes,No
4066,2059,74735,48035,Yes,Yes,,No,Yes,Yes,No,,No,,Yes
4067,2060,49793,79983,No,Yes,Yes,No,,No,Yes,Yes,Yes,No,
4068,2060,93765,83272,No,,,,Yes,,No,No,No,,No
4069,2061,94396,5614,No,,No,,No,,,Yes,,No,No
4070,2062,8950,82039,,No,,Yes,Yes,,Yes,No,Yes,,
4071,2062,33489,72602,,Yes,Yes,,Yes,Yes,Yes,,No,Yes,
4072,2062,3807,66934,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No
4073,2063,58203,18432,No,No,,,,Yes,Yes,Yes,,Yes,No
4074,2064,62566,97648,Yes,No,Yes,Yes,Yes,Yes,,No,Yes,,Yes
4075,2064,12354,68800,,,,,Yes,No,,Yes,No,No,
4076,2065,1369,96371,,Yes,No,Yes,,No,Yes,,,No,No
4077,2065,40858,13756,,,No,,Yes,No,,No,No,No,
4078,2065,34963,85083,Yes,Yes,Yes,No,,No,No,Yes,Yes,,Yes
4079,2066,68400,294,Yes,Yes,No,,Yes,No,Yes,Yes,,No,No
4080,2066,55730,55793,No,,,No,No,No,No,Yes,Yes,No,Yes
4081,2067,54471,49742,,Yes,Yes,Yes,,,,,,No,Yes
4082,2067,94624,11351,No,,,Yes,,Yes,No,,,,No
4083,2068,54477,82338,Yes,,No,Yes,No,Yes,Yes,No,No,No,No
4084,2068,14645,57502,,,,No,No,,No,Yes,No,No,No
4085,2068,27979,14854,,No,,Yes,No,,,No,,Yes,Yes
4086,2069,49821,20568,No,No,,,Yes,Yes,Yes,,Yes,Yes,No
4087,2069,11572,59453,No,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,No
4088,2069,12771,9693,,No,Yes,No,,,,,,Yes,No
4089,2070,44801,73379,Yes,No,No,,,Yes,,Yes,Yes,No,No
4090,2071,24319,26389,Yes,,,No,Yes,Yes,No,Yes,No,,Yes
4091,2071,58862,5169,No,,Yes,,No,No,No,Yes,,,
4092,2071,47032,67248,No,Yes,Yes,,No,Yes,,Yes,Yes,Yes,Yes
4093,2072,68624,22023,No,,No,No,Yes,,,Yes,No,,No
4094,2073,71841,70344,Yes,No,Yes,No,Yes,,No,No,No,No,No
4095,2073,10726,72764,,Yes,Yes,No,Yes,Yes,No,Yes,No,,No
4096,2073,33765,272,,,,No,Yes,,No,,No,,
4097,2074,13126,78687,No,,No,Yes,Yes,,,Yes,Yes,Yes,No
4098,2075,17273,93067,No,No,No,Yes,No,No,Yes,,No,No,No
4099,2075,26060,83123,Yes,,,,Yes,Yes,,Yes,,,
4100,2075,3160,38410,Yes,,Yes,Yes,,Yes,,Yes,No,Yes,No
4101,2076,72275,67623,,No,,No,,No,No,,,Yes,No
4102,2076,57305,65511,,,No,No,Yes,No,,Yes,Yes,Yes,No
4103,2076,92000,24426,,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes
4104,2077,44621,28126,No,,,,Yes,,,Yes,No,,No
4105,2077,63035,83052,,No,No,Yes,,No,Yes,,No,,No
4106,2078,12427,80737,,Yes,Yes,Yes,No,Yes,Yes,,Yes,,
4107,2079,83683,80523,Yes,,No,,No,,Yes,,Yes,,Yes
4108,2079,32467,82314,,Yes,No,Yes,Yes,No,No,,No,,
4109,2080,15704,52553,No,Yes,No,No,No,,,Yes,No,No,
4110,2080,25803,73389,Yes,Yes,No,,No,Yes,Yes,Yes,,,Yes
4111,2081,27604,5031,,No,Yes,,No,,No,No,No,No,
4112,2081,71000,93801,Yes,,Yes,Yes,,No,,No,,Yes,No
4113,2082,92567,50719,,Yes,,,Yes,Yes,,Yes,,No,Yes
4114,2083,32713,32028,Yes,,No,Yes,No,,,No,No,Yes,No
4115,2083,89793,90577,No,No,,Yes,,,Yes,Yes,Yes,No,Yes
4116,2084,61174,5400,,,Yes,,Yes,Yes,,,,Yes,No
4117,2085,18183,20090,No,,No,No,,Yes,Yes,,No,,
4118,2085,91083,20136,No,Yes,No,No,Yes,,No,Yes,Yes,No,No
4119,2085,58458,41742,Yes,Yes,No,No,No,No,,Yes,No,,
4120,2086,40600,66643,Yes,No,,,No,,Yes,No,,No,
4121,2087,10373,85447,Yes,,No,No,,Yes,Yes,No,No,No,No
4122,2088,27038,95651,,No,Yes,No,No,,No,Yes,Yes,Yes,
4123,2088,34508,97806,,,,,,No,,Yes,,No,No
4124,2088,57160,88157,No,Yes,Yes,Yes,,,No,No,No,,Yes
4125,2089,53513,32186,,,Yes,Yes,,Yes,No,,,,
4126,2089,2934,4667,,No,,No,Yes,,,No,No,Yes,No
4127,2089,91355,36268,No,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes
4128,2090,83880,38390,Yes,No,No,Yes,,Yes,Yes,No,No,,No
4129,2091,48348,35033,No,Yes,No,Yes,,No,No,Yes,Yes,,
4130,2091,32366,2620,Yes,,Yes,No,No,,,No,Yes,,No
4131,2092,584,30268,,,No,Yes,No,No,,No,Yes,No,No
4132,2093,39542,83485,No,No,Yes,No,,,Yes,Yes,,Yes,
4133,2093,38837,10773,Yes,No,,No,No,,No,No,Yes,Yes,No
4134,2093,77661,19536,Yes,No,Yes,Yes,,,,Yes,No,,No
4135,2094,52601,82795,No,Yes,Yes,No,Yes,,Yes,,,No,Yes
4136,2095,48771,30209,Yes,,Yes,Yes,Yes,Yes,,,No,,
4137,2095,15949,57599,,,No,No,,No,No,,,,Yes
4138,2096,80075,12915,Yes,,,,,,,No,,,Yes
4139,2097,48483,61205,No,,No,No,Yes,,Yes,,,,
